id,model,seed,date,prompt
car-side-arrow,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:03.210Z,"professional game asset, classic 2000s racing game broadcast aesthetic, deep navy and gold palette, perfect side profile view of a open-cockpit endurance racing prototype car with large rear wing and covered wheels, pearl white and silver #e2e6ee paint, completely debadged, no license plate, studio lighting, plain light gray background"
backdrop-forest-mountain,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:15.775Z,"professional game asset, classic 2000s racing game broadcast aesthetic, deep navy and gold palette, soft distant horizon landscape for a race circuit, alpine forest floor, pine needles and mossy rock, hazy atmospheric perspective, muted colors, wide panoramic"
backdrop-meadow,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:15.972Z,"professional game asset, classic 2000s racing game broadcast aesthetic, deep navy and gold palette, soft distant horizon landscape for a race circuit, green countryside meadow grass with small wildflowers, hazy atmospheric perspective, muted colors, wide panoramic"
backdrop-speedway,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:16.012Z,"professional game asset, classic 2000s racing game broadcast aesthetic, deep navy and gold palette, soft distant horizon landscape for a race circuit, trimmed infield lawn with dry patches, american speedway, hazy atmospheric perspective, muted colors, wide panoramic"
backdrop-city,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:18.946Z,"professional game asset, classic 2000s racing game broadcast aesthetic, deep navy and gold palette, soft distant horizon landscape for a race circuit, urban concrete and paving stones, city street surroundings, hazy atmospheric perspective, muted colors, wide panoramic"
backdrop-dirt,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:29.884Z,"professional game asset, classic 2000s racing game broadcast aesthetic, deep navy and gold palette, soft distant horizon landscape for a race circuit, dry cracked dirt and sand, rally park terrain, hazy atmospheric perspective, muted colors, wide panoramic"
backdrop-classic-gp,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:32.679Z,"professional game asset, classic 2000s racing game broadcast aesthetic, deep navy and gold palette, soft distant horizon landscape for a race circuit, manicured grand prix circuit lawn with white-painted edge zones, hazy atmospheric perspective, muted colors, wide panoramic"
avatar-2,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:37.107Z,"professional portrait of a lean weathered race team director in his 40s, smart navy team polo shirt with gold collar trim, headset around neck, confident expression, studio headshot, plain light gray background"
avatar-1,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:38.566Z,"professional portrait of a round-faced friendly race team director in his 30s, smart navy team polo shirt with gold collar trim, headset around neck, confident expression, studio headshot, plain light gray background"
avatar-3,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:47.864Z,"professional portrait of a broad-shouldered stocky race team director in his early 20s, smart navy team polo shirt with gold collar trim, headset around neck, confident expression, studio headshot, plain light gray background"
avatar-4,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:49.917Z,"professional portrait of a youthful energetic race team director in his 30s, smart navy team polo shirt with gold collar trim, headset around neck, confident expression, studio headshot, plain light gray background"
avatar-6,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:57.024Z,"professional portrait of a focused intense race team director in his early 20s, smart navy team polo shirt with gold collar trim, headset around neck, confident expression, studio headshot, plain light gray background"
avatar-5,model_bfl-flux-2-pro-editing,,2026-07-20T23:20:59.311Z,"professional portrait of a silver-templed distinguished race team director in his 40s, smart navy team polo shirt with gold collar trim, headset around neck, confident expression, studio headshot, plain light gray background"
car-damaged-kestrel,model_bfl-flux-2-pro-editing,,2026-07-20T23:21:06.715Z,"orthographic top-down view of a compact 2000s Japanese economy hatchback, medium steel blue #4f8edc paint covered in dust and light scuffs, completely debadged, nose pointing up, centered, even overhead lighting, video game sprite, plain white background"
car-damaged-vulpe,model_bfl-flux-2-pro-editing,,2026-07-20T23:21:07.143Z,"orthographic top-down view of a sporty 2000s European three-door hot hatch, bright rally red #d84a3a paint covered in dust and light scuffs, completely debadged, nose pointing up, centered, even overhead lighting, video game sprite, plain white background"
car-damaged-taro,model_bfl-flux-2-pro-editing,,2026-07-20T23:21:15.721Z,"orthographic top-down view of a sleek 2000s Japanese sport compact coupe, warm champagne gold #e8b93c paint covered in dust and light scuffs, completely debadged, nose pointing up, centered, even overhead lighting, video game sprite, plain white background"
car-damaged-falcon,model_bfl-flux-2-pro-editing,,2026-07-20T23:21:20.920Z,"orthographic top-down view of a 2000s Japanese turbocharged sports sedan with subtle rear wing, deep royal blue #3f74e8 paint covered in dust and light scuffs, completely debadged, nose pointing up, centered, even overhead lighting, video game sprite, plain white background"
car-damaged-serval,model_bfl-flux-2-pro-editing,,2026-07-20T23:21:23.696Z,"orthographic top-down view of a lightweight 2000s Japanese two-seater roadster, soft top down, racing green #48b06a paint covered in dust and light scuffs, completely debadged, nose pointing up, centered, even overhead lighting, video game sprite, plain white background"
car-damaged-kite,model_bfl-flux-2-pro-editing,,2026-07-20T23:21:23.983Z,"orthographic top-down view of a 2000s Japanese AWD rally homologation turbo coupe with hood scoop, vivid violet #8455c8 paint covered in dust and light scuffs, completely debadged, nose pointing up, centered, even overhead lighting, video game sprite, plain white background"
car-damaged-phantom,model_bfl-flux-2-pro-editing,,2026-07-20T23:21:39.768Z,"orthographic top-down view of a wide-body 2000s Japanese flagship super coupe race car, very low and aggressive stance, gloss black #20242c paint covered in dust and light scuffs, completely debadged, nose pointing up, centered, even overhead lighting, video game sprite, plain white background"
car-damaged-arrow,model_bfl-flux-2-pro-editing,,2026-07-20T23:21:39.851Z,"orthographic top-down view of a open-cockpit endurance racing prototype car with large rear wing and covered wheels, pearl white and silver #e2e6ee paint covered in dust and light scuffs, completely debadged, nose pointing up, centered, even overhead lighting, video game sprite, plain white background"
fx-night-vignette,model_ideogram-v3-generate-transparent,,2026-07-20T23:21:40.249Z,"game particle sprite overlay, soft dark blue night vignette glow, soft edges, isolated on transparent background, no text"
fx-rain-1,model_ideogram-v3-generate-transparent,,2026-07-20T23:21:40.326Z,"game particle sprite overlay, rain streak overlay particles, soft edges, isolated on transparent background, no text"
fx-celebration-1,model_ideogram-v3-generate-transparent,,2026-07-20T23:21:59.568Z,"game particle sprite overlay, champagne spray burst golden droplets, soft edges, isolated on transparent background, no text"
fx-heat-haze,model_ideogram-v3-generate-transparent,,2026-07-20T23:21:59.943Z,"game particle sprite overlay, subtle heat shimmer distortion band, soft edges, isolated on transparent background, no text"
car-studio-falcon,model_bfl-flux-2-pro-editing,,2026-07-25T21:21:20.746Z,"professional game asset, clean automotive studio render, fictional four-door sports saloon, three-box proportions with a long cabin and upright rear screen, slim horizontal headlamps either side of a narrow rectangular grille, subtle boot-lid lip spoiler rather than a wing, 17 inch ten-spoke alloy wheels, deep royal blue #3f74e8 paint, no emblem anywhere on the car, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
t2-kitbash,model_bfl-flux-2-pro-editing,,2026-07-25T21:22:54.524Z,"professional game asset, clean automotive studio render, fictional four-door sports saloon, unusual proportions: a very long bonnet paired with a short cab-rearward glasshouse, narrow vertical slot headlamps stacked two per side, a full-width lower intake with no upper grille opening at all, flat slab flanks with a single hard crease, boxy squared wheel arches, 17 inch ten-spoke alloy wheels, deep royal blue #3f74e8 paint, completely smooth panels with no emblem, badge or lettering of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
t1-invented-identity,model_bfl-flux-2-pro-editing,,2026-07-25T21:22:54.758Z,"professional game asset, clean automotive studio render, fictional four-door sports saloon from an invented marque, distinctive design language: a wide hexagonal grille split vertically by a single body-colour bar, L-shaped daytime running lights wrapping from the headlamp into the wing, a strong shoulder crease running the full length of the flank, blacked-out C-pillar, subtle boot-lid lip spoiler, 17 inch ten-spoke alloy wheels, deep royal blue #3f74e8 paint, completely smooth grille and bonnet with no emblem, badge or lettering of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-taro,model_bfl-flux-2-pro-editing,,2026-07-25T21:25:10.659Z,"professional game asset, clean automotive studio render, fictional two-door notchback coupe, very long bonnet and short high deck, flush rectangular headlamps recessed into the wing tops, a single full-width lower intake and a completely blank body-colour nose panel above it, thin frameless side glass, small boot lip spoiler, 16 inch seven-spoke alloy wheels, #e8b93c paint, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-falcon,model_bfl-flux-2-pro-editing,,2026-07-25T21:25:12.961Z,"professional game asset, clean automotive studio render, fictional four-door sports saloon, very long bonnet paired with a short cab-rearward glasshouse, narrow vertical slot headlamps stacked two per side, a full-width lower intake with no upper grille opening at all, flat slab flanks with a single hard crease, boxy squared wheel arches, 17 inch ten-spoke alloy wheels, #3f74e8 paint, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-vulpe,model_bfl-flux-2-pro-editing,,2026-07-25T21:25:13.547Z,"professional game asset, clean automotive studio render, fictional sporting three-door hatchback, squared-off blistered arches on a narrow body, deep full-width lower intake divided into three rectangular slots with no upper grille opening, narrow horizontal slot headlamps, tall roof spoiler, 15 inch multi-spoke alloy wheels, #d84a3a paint, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-kestrel,model_bfl-flux-2-pro-editing,,2026-07-25T21:25:13.947Z,"professional game asset, clean automotive studio render, fictional compact three-door economy hatchback, tall narrow glasshouse over a very short bonnet, upright A-pillar, slim full-width lower intake with no upper grille opening at all, small round headlamps set low in the bumper, plain unflared arches, narrow 14 inch five-spoke steel-look wheels, #4f8edc paint, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-serval,model_bfl-flux-2-pro-editing,,2026-07-25T21:25:48.478Z,"professional game asset, clean automotive studio render, fictional compact two-seat roadster, soft top folded flat, long bonnet with a raised centre spine running to a blank body-colour nose, wide flared rear haunches over a narrow cabin, slim horizontal lamps at the leading edge of the wings, small oval lower intake only, 16 inch mesh alloy wheels, #48b06a paint, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-kite,model_bfl-flux-2-pro-editing,,2026-07-25T21:25:51.176Z,"professional game asset, clean automotive studio render, fictional all-wheel-drive rally homologation hatchback, heavily blistered arches over all four corners, large rectangular bonnet vent, deep full-width lower intake with no upper grille opening, four small square driving lamps in a row across the bumper, tall twin-plane roof wing, 17 inch white five-spoke rally wheels, #8455c8 paint, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-phantom,model_bfl-flux-2-pro-editing,,2026-07-25T21:25:51.573Z,"professional game asset, clean automotive studio render, fictional mid-engine grand touring race car, cab-forward canopy with a long rear deck, very low blank wedge nose with two large brake ducts and no grille, deep side air intakes ahead of the rear arches, swan-neck rear wing, centre-lock 18 inch alloy wheels, no sponsor livery, #20242c paint, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-arrow,model_bfl-flux-2-pro-editing,,2026-07-25T21:25:51.897Z,"professional game asset, clean automotive studio render, fictional closed-cockpit endurance prototype, very low teardrop canopy set well forward, full-width front splitter under a completely blank nose, enclosed front wheel arches with horizontal louvres, narrow slit air exits on the bonnet, tall single-plane rear wing on twin end plates, no sponsor livery, #e2e6ee paint, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
car-studio-phantom,model_bfl-flux-2-pro-editing,,2026-07-25T21:40:42.276Z,"professional game asset, clean automotive studio render, fictional mid-engine closed-cockpit racing coupe, wedge nose with a single narrow full-width lamp strip and no round headlamps, completely blank body-colour nose panel, large rectangular side air intakes ahead of the rear arches, long flat rear deck with louvred engine cover, swan-neck rear wing, centre-lock 18 inch alloy wheels, plain unbranded racing slick tyres with completely blank smooth sidewalls and no lettering, gloss black #20242c paint, no livery, no sponsor decals, completely smooth panels with no emblem, badge, lettering or ornament of any kind, three-quarter front studio shot, soft key light with subtle gold rim light, plain light gray studio background"
